timestamp_hour,prev_pip,previous 9 number,prev 8 pip change,prev9 prices,pips_output
12,-7,"[3, 7, 5, 7, 5, 7, 5, 7, 5]","[-1, 0, -1, 1, -1, 1, -1, 1]","[1.1928, 1.19275, 1.1927, 1.19265, 1.1927, 1.19265, 1.1927, 1.19265, 1.1927]",-2
12,-7,"[5, 7, 5, 7, 5, 7, 5, 7, 5]","[-1, 1, -1, 1, -1, 1, -1, 1]","[1.1927, 1.19265, 1.1927, 1.19265, 1.1927, 1.19265, 1.1927, 1.19265, 1.1927]",-2
12,1,"[9, 4, 9, 9, 7, 7, 5, 7, 5]","[0, 0, 1, 1, 0, 1, -1, 1]","[1.1925, 1.19245, 1.1925, 1.19255, 1.1926, 1.19265, 1.1927, 1.19265, 1.1927]",3
12,2,"[9, 9, 7, 7, 5, 7, 5, 7, 5]","[1, 1, 0, 1, -1, 1, 0, 0]","[1.1925, 1.19255, 1.1926, 1.19265, 1.1927, 1.19265, 1.1927, 1.19275, 1.1927]",3
12,4,"[7, 7, 5, 7, 5, 7, 5, 7, 5]","[0, 1, -1, 1, 0, 0, 0, 0]","[1.1926, 1.19265, 1.1927, 1.19265, 1.1927, 1.19275, 1.1927, 1.19275, 1.1927]",6
12,4,"[5, 7, 5, 7, 5, 7, 5, 7, 5]","[-1, 1, 0, 0, 0, 0, 0, 0]","[1.1927, 1.19265, 1.1927, 1.19275, 1.1927, 1.19275, 1.1927, 1.19275, 1.1927]",6
12,2,"[5, 7, 5, 7, 5, 7, 5, 7, 5]","[0, 0, 0, 0, 0, 0, 0, 0]","[1.1927, 1.19275, 1.1927, 1.19275, 1.1927, 1.19275, 1.1927, 1.19275, 1.1927]",5
12,3,"[5, 7, 5, 7, 5, 7, 5, 7, 5]","[0, 0, 0, 0, 0, 0, 0, 0]","[1.1927, 1.19275, 1.1927, 1.19275, 1.1927, 1.19275, 1.1927, 1.19275, 1.1927]",6
12,2,"[5, 7, 5, 7, 5, 7, 5, 7, 5]","[0, 0, 0, 0, 0, 0, 0, 0]","[1.1927, 1.19275, 1.1927, 1.19275, 1.1927, 1.19275, 1.1927, 1.19275, 1.1927]",7
12,3,"[5, 7, 5, 7, 5, 7, 5, 7, 5]","[0, 0, 0, 0, 0, 0, -1, 1]","[1.1927, 1.19275, 1.1927, 1.19275, 1.1927, 1.19275, 1.1927, 1.19265, 1.1927]",6
12,2,"[5, 7, 5, 7, 5, 7, 5, 7, 5]","[0, 0, 0, 0, -1, 1, 0, 0]","[1.1927, 1.19275, 1.1927, 1.19275, 1.1927, 1.19265, 1.1927, 1.19275, 1.1927]",6
12,2,"[5, 7, 7, 9, 9, 7, 5, 7, 5]","[-1, 0, -1, -1, 2, 1, -1, 1]","[1.1927, 1.19265, 1.1926, 1.19255, 1.1925, 1.1926, 1.1927, 1.19265, 1.1927]",7
12,3,"[7, 9, 9, 7, 5, 7, 5, 7, 5]","[-1, -1, 2, 1, -1, 1, -1, 1]","[1.1926, 1.19255, 1.1925, 1.1926, 1.1927, 1.19265, 1.1927, 1.19265, 1.1927]",6
12,-2,"[8, 9, 2, 5, 7, 2, 5, 7, 5]","[1, 0, 1, 0, -1, 1, 0, 0]","[1.19295, 1.193, 1.19305, 1.1931, 1.19315, 1.19305, 1.1931, 1.19315, 1.1931]",0
12,-2,"[5, 7, 5, 7, 1, 7, 5, 7, 5]","[0, 0, 0, 1, -1, 0, 0, 0]","[1.1931, 1.19315, 1.1931, 1.19315, 1.1932, 1.19315, 1.1931, 1.19315, 1.1931]",0
12,-3,"[9, 2, 9, 2, 5, 2, 5, 7, 5]","[0, 0, 0, 1, -1, 1, 0, 0]","[1.193, 1.19305, 1.193, 1.19305, 1.1931, 1.19305, 1.1931, 1.19315, 1.1931]",4
12,-4,"[7, 5, 2, 5, 7, 1, 5, 7, 5]","[0, -1, 1, 0, 1, -1, 0, 0]","[1.19315, 1.1931, 1.19305, 1.1931, 1.19315, 1.1932, 1.1931, 1.19315, 1.1931]",4
12,-5,"[8, 3, 3, 7, 3, 7, 5, 7, 5]","[-1, 0, -1, 1, -1, 0, -1, 1]","[1.1929, 1.19285, 1.1928, 1.19275, 1.1928, 1.19275, 1.1927, 1.19265, 1.1927]",2
12,-5,"[3, 7, 3, 7, 5, 7, 5, 7, 5]","[-1, 1, -1, 0, -1, 1, 0, 0]","[1.1928, 1.19275, 1.1928, 1.19275, 1.1927, 1.19265, 1.1927, 1.19275, 1.1927]",2
13,8,"[3, 7, 3, 7, 3, 7, 5, 7, 5]","[-1, 1, -1, 1, -1, 0, 0, 0]","[1.1974, 1.19735, 1.1974, 1.19735, 1.1974, 1.19735, 1.1973, 1.19735, 1.1973]",1
13,7,"[5, 7, 3, 7, 3, 7, 5, 7, 5]","[0, 1, -1, 1, -1, 0, 0, 0]","[1.1973, 1.19735, 1.1974, 1.19735, 1.1974, 1.19735, 1.1973, 1.19735, 1.1973]",2
13,7,"[3, 7, 3, 7, 5, 7, 5, 7, 5]","[-1, 1, -1, 0, 0, 0, 0, 0]","[1.1974, 1.19735, 1.1974, 1.19735, 1.1973, 1.19735, 1.1973, 1.19735, 1.1973]",1
13,6,"[3, 7, 5, 7, 5, 7, 5, 7, 5]","[-1, 0, 0, 0, 0, 0, 0, 0]","[1.1974, 1.19735, 1.1973, 1.19735, 1.1973, 1.19735, 1.1973, 1.19735, 1.1973]",2
13,-1,"[5, 9, 7, 9, 5, 7, 5, 7, 5]","[-1, 1, -1, 1, 0, 0, 0, 0]","[1.1973, 1.19725, 1.19735, 1.19725, 1.1973, 1.19735, 1.1973, 1.19735, 1.1973]",2
13,-2,"[8, 3, 3, 7, 5, 9, 5, 7, 5]","[-1, 0, -1, 0, -1, 1, 0, 0]","[1.1975, 1.19745, 1.1974, 1.19735, 1.1973, 1.19725, 1.1973, 1.19735, 1.1973]",1
13,-2,"[9, 2, 2, 2, 9, 9, 5, 7, 5]","[-1, 0, 0, 1, 0, 1, 0, 0]","[1.1972, 1.19715, 1.1971, 1.19715, 1.1972, 1.19725, 1.1973, 1.19735, 1.1973]",0
14,-2,"[5, 7, 5, 7, 7, 7, 5, 7, 5]","[0, 0, -1, 0, 0, 1, -1, 1]","[1.1927, 1.19275, 1.1927, 1.19265, 1.1926, 1.19265, 1.1927, 1.19265, 1.1927]",-2
14,-1,"[5, 7, 7, 7, 5, 7, 5, 7, 5]","[-1, 0, 0, 1, -1, 1, -1, 1]","[1.1927, 1.19265, 1.1926, 1.19265, 1.1927, 1.19265, 1.1927, 1.19265, 1.1927]",-3
14,1,"[7, 7, 7, 7, 5, 7, 5, 7, 5]","[0, 0, 0, 1, -1, 1, 0, 0]","[1.1926, 1.19265, 1.1926, 1.19265, 1.1927, 1.19265, 1.1927, 1.19275, 1.1927]",0
14,1,"[7, 7, 5, 7, 5, 7, 5, 7, 5]","[0, 1, -1, 1, 0, 0, 0, 0]","[1.1926, 1.19265, 1.1927, 1.19265, 1.1927, 1.19275, 1.1927, 1.19275, 1.1927]",0
15,2,"[5, 7, 5, 7, 9, 7, 5, 7, 5]","[0, 0, 0, -1, 1, 0, 0, 0]","[1.19155, 1.1915, 1.19155, 1.1915, 1.19145, 1.1915, 1.19155, 1.1915, 1.19155]",0
15,-2,"[3, 3, 3, 7, 5, 7, 5, 7, 5]","[0, 0, -1, 0, -1, 1, -1, 1]","[1.1928, 1.19285, 1.1928, 1.19275, 1.1927, 1.19265, 1.1927, 1.19265, 1.1927]",1
15,-2,"[3, 7, 5, 7, 5, 7, 5, 7, 5]","[-1, 0, -1, 1, -1, 1, -1, 1]","[1.1928, 1.19275, 1.1927, 1.19265, 1.1927, 1.19265, 1.1927, 1.19265, 1.1927]",1
6,-4,"[5, 7, 5, 7, 5, 7, 5, 7, 5]","[0, 0, -1, 1, -1, 1, 0, 0]","[1.1927, 1.19275, 1.1927, 1.19265, 1.1927, 1.19265, 1.1927, 1.19275, 1.1927]",1
6,1,"[5, 7, 3, 7, 5, 7, 5, 7, 5]","[0, 1, -1, 0, 0, 0, -1, 1]","[1.1927, 1.19275, 1.1928, 1.19275, 1.1927, 1.19275, 1.1927, 1.19265, 1.1927]",0
7,-1,"[6, 3, 1, 7, 1, 7, 5, 7, 5]","[-1, 0, -1, 1, -1, 0, 0, 0]","[1.1933, 1.19325, 1.1932, 1.19315, 1.1932, 1.19315, 1.1931, 1.19315, 1.1931]",1
10,-1,"[9, 9, 5, 9, 5, 9, 5, 7, 5]","[0, 1, -1, 1, -1, 1, 0, 0]","[1.1972, 1.19725, 1.1973, 1.19725, 1.1973, 1.19725, 1.1973, 1.19735, 1.1973]",1
12,1,"[9, 2, 9, 9, 9, 9, 5, 7, 5]","[-1, 1, 0, 0, 0, 1, 0, 0]","[1.1972, 1.19715, 1.1972, 1.19725, 1.1972, 1.19725, 1.1973, 1.19735, 1.1973]",1
13,-1,"[1, 5, 5, 5, 5, 7, 5, 7, 5]","[0, 0, 0, 0, -1, 1, -1, 1]","[1.1985, 1.19845, 1.1984, 1.19845, 1.1984, 1.19835, 1.1984, 1.19835, 1.1984]",1
14,1,"[5, 7, 5, 7, 9, 7, 5, 7, 5]","[0, 0, 0, -1, 1, 0, 0, 0]","[1.19795, 1.1979, 1.19795, 1.1979, 1.19785, 1.1979, 1.19795, 1.1979, 1.19795]",-1
15,1,"[9, 5, 7, 5, 9, 7, 5, 7, 5]","[1, 0, 0, -1, 1, 0, 0, 0]","[1.19725, 1.1973, 1.19735, 1.1973, 1.19725, 1.19735, 1.1973, 1.19735, 1.1973]",1
6,-1,"[5, 5, 1, 5, 1, 5, 5, 7, 5]","[0, 0, 0, 0, 0, 0, -1, 1]","[1.1984, 1.19845, 1.1985, 1.19845, 1.1985, 1.19845, 1.1984, 1.19835, 1.1984]",0
11,2,"[9, 8, 8, 8, 9, 2, 5, 7, 5]","[-1, 0, 0, 1, 0, 1, 0, 0]","[1.193, 1.19295, 1.1929, 1.19295, 1.193, 1.19305, 1.1931, 1.19315, 1.1931]",-2
11,-1,"[9, 9, 9, 9, 7, 7, 5, 7, 5]","[1, -1, 1, 1, 0, 1, 0, 0]","[1.1925, 1.19255, 1.1925, 1.19255, 1.1926, 1.19265, 1.1927, 1.19275, 1.1927]",1
11,1,"[9, 9, 7, 7, 5, 7, 5, 7, 5]","[1, 1, 0, 1, 0, 0, -1, 1]","[1.1925, 1.19255, 1.1926, 1.19265, 1.1927, 1.19275, 1.1927, 1.19265, 1.1927]",1
11,-1,"[5, 7, 5, 7, 5, 5, 5, 7, 5]","[0, 1, -1, 0, 1, -1, 0, 0]","[1.19155, 1.1915, 1.1916, 1.1915, 1.19155, 1.1916, 1.19155, 1.1915, 1.19155]",1
11,1,"[5, 7, 9, 7, 5, 7, 5, 7, 5]","[0, -1, 1, 0, 0, 0, 0, 0]","[1.19155, 1.1915, 1.19145, 1.1915, 1.19155, 1.1915, 1.19155, 1.1915, 1.19155]",-1
11,1,"[5, 5, 5, 5, 5, 5, 5, 7, 5]","[1, 0, 0, 0, 0, -1, 0, 0]","[1.19155, 1.1916, 1.19165, 1.1916, 1.19165, 1.1916, 1.19155, 1.1915, 1.19155]",0
12,-1,"[5, 5, 3, 5, 5, 7, 5, 7, 5]","[1, 1, -1, -1, 0, 0, 0, 0]","[1.1905, 1.19055, 1.1906, 1.19055, 1.1905, 1.19045, 1.1905, 1.19045, 1.1905]",0
12,1,"[5, 5, 5, 7, 5, 7, 5, 7, 5]","[1, -1, 0, 0, 0, 0, 0, 0]","[1.19155, 1.1916, 1.19155, 1.1915, 1.19155, 1.1915, 1.19155, 1.1915, 1.19155]",0
12,2,"[1, 5, 5, 5, 5, 5, 5, 7, 5]","[-2, -1, 1, -1, 1, -1, 0, 1]","[1.1918, 1.19165, 1.19155, 1.1916, 1.19155, 1.1916, 1.19155, 1.1915, 1.1916]",-6
12,-1,"[5, 2, 5, 7, 5, 7, 5, 7, 5]","[85, -85, 0, 0, 0, 0, 0, 0]","[1.1905, 1.1989, 1.1905, 1.19045, 1.1905, 1.19045, 1.1905, 1.19045, 1.1905]",-2
12,85,"[5, 7, 5, 7, 5, 7, 5, 7, 5]","[0, 0, 0, 0, 0, 0, 0, 0]","[1.1905, 1.19045, 1.1905, 1.19045, 1.1905, 1.19045, 1.1905, 1.19045, 1.1905]",-87
12,-3,"[3, 7, 5, 9, 5, 7, 5, 7, 5]","[0, 0, -1, 1, 0, 0, 0, 0]","[1.1884, 1.18835, 1.1883, 1.18825, 1.1883, 1.18835, 1.1883, 1.18835, 1.1883]",-2
12,-3,"[5, 9, 5, 7, 5, 7, 5, 7, 5]","[-1, 1, 0, 0, 0, 0, 0, 0]","[1.1883, 1.18825, 1.1883, 1.18835, 1.1883, 1.18835, 1.1883, 1.18835, 1.1883]",-2
12,-2,"[4, 3, 5, 3, 5, 3, 5, 7, 5]","[-1, 0, 0, 0, 0, 0, -1, 1]","[1.188, 1.18795, 1.1879, 1.18795, 1.1879, 1.18795, 1.1879, 1.18785, 1.1879]",2
12,1,"[9, 9, 9, 7, 9, 7, 5, 7, 5]","[-1, 1, 0, 0, 0, 1, -1, 1]","[1.1878, 1.18775, 1.1878, 1.18785, 1.1878, 1.18785, 1.1879, 1.18785, 1.1879]",1
13,-2,"[2, 5, 5, 7, 7, 7, 5, 7, 5]","[-84, 0, -1, 0, 0, 1, -1, 1]","[1.1946, 1.18625, 1.1862, 1.18615, 1.1861, 1.18615, 1.1862, 1.18615, 1.1862]",-1
13,1,"[7, 7, 7, 7, 7, 7, 5, 7, 5]","[0, 0, 0, 0, 0, 1, -1, 1]","[1.18615, 1.1861, 1.18615, 1.1861, 1.18615, 1.1861, 1.1862, 1.18615, 1.1862]",0
13,1,"[7, 7, 7, 7, 5, 7, 5, 7, 5]","[0, 0, 0, 1, -1, 1, -1, 1]","[1.1861, 1.18615, 1.1861, 1.18615, 1.1862, 1.18615, 1.1862, 1.18615, 1.1862]",2
13,-2,"[5, 5, 5, 5, 5, 7, 5, 7, 5]","[0, 0, 0, 0, -1, 1, -1, 1]","[1.1862, 1.18625, 1.1862, 1.18625, 1.1862, 1.18615, 1.1862, 1.18615, 1.1862]",0
13,-2,"[5, 5, 5, 7, 5, 7, 5, 7, 5]","[0, 0, -1, 1, -1, 1, -1, 1]","[1.1862, 1.18625, 1.1862, 1.18615, 1.1862, 1.18615, 1.1862, 1.18615, 1.1862]",-1
13,-2,"[5, 7, 5, 7, 5, 7, 5, 7, 5]","[-1, 1, -1, 1, -1, 1, -1, 1]","[1.1862, 1.18615, 1.1862, 1.18615, 1.1862, 1.18615, 1.1862, 1.18615, 1.1862]",-1
13,1,"[5, 9, 5, 9, 5, 7, 5, 7, 5]","[-1, 1, -1, 1, 0, 0, 0, 0]","[1.1851, 1.18505, 1.1851, 1.18505, 1.1851, 1.18515, 1.1851, 1.18515, 1.1851]",-1
13,-1,"[1, 5, 3, 5, 3, 7, 5, 7, 5]","[-1, 0, 0, 0, -1, 0, 0, 0]","[1.1853, 1.18525, 1.1852, 1.18525, 1.1852, 1.18515, 1.1851, 1.18515, 1.1851]",0
13,2,"[6, 7, 6, 6, 7, 9, 5, 7, 5]","[1, -1, 0, 1, 0, 1, 0, 0]","[1.18495, 1.185, 1.1849, 1.18495, 1.185, 1.18505, 1.1851, 1.18515, 1.1851]",1
14,1,"[2, 7, 2, 7, 7, 7, 5, 7, 5]","[1, -1, 1, 0, 0, 1, -1, 1]","[1.18605, 1.1861, 1.18605, 1.18615, 1.1861, 1.18615, 1.1862, 1.18615, 1.1862]",1
14,2,"[6, 2, 7, 2, 7, 7, 5, 7, 5]","[-83, 1, -1, 1, 0, 1, -1, 1]","[1.1944, 1.18605, 1.1861, 1.18605, 1.1861, 1.18615, 1.1862, 1.18615, 1.1862]",0
14,-1,"[3, 7, 5, 7, 5, 7, 5, 7, 5]","[-1, 0, 0, 0, 0, 0, 0, 0]","[1.1873, 1.18725, 1.1872, 1.18725, 1.1872, 1.18725, 1.1872, 1.18725, 1.1872]",2
14,-3,"[8, 3, 8, 3, 3, 7, 5, 7, 5]","[-1, 1, -1, 0, -1, 0, 0, 0]","[1.1874, 1.18735, 1.1874, 1.18735, 1.1873, 1.18725, 1.1872, 1.18725, 1.1872]",0
14,-1,"[5, 2, 5, 2, 5, 2, 5, 7, 5]","[-1, 1, -1, 1, -1, 1, 0, 0]","[1.1872, 1.18715, 1.1872, 1.18715, 1.1872, 1.18715, 1.1872, 1.18725, 1.1872]",1
18,-85,"[7, 5, 7, 2, 5, 9, 5, 7, 5]","[0, 0, 84, -84, -1, 1, 0, 0]","[1.18835, 1.1883, 1.18835, 1.19675, 1.1883, 1.18825, 1.1883, 1.18835, 1.1883]",0
7,1,"[7, 9, 7, 5, 5, 7, 5, 7, 5]","[0, 0, 1, 27, -28, 1, -1, 1]","[1.18785, 1.1878, 1.18785, 1.1879, 1.19065, 1.18785, 1.1879, 1.18785, 1.1879]",-1
8,-1,"[7, 7, 5, 7, 5, 7, 5, 7, 5]","[0, 1, -1, 1, -1, 1, -1, 1]","[1.1861, 1.18615, 1.1862, 1.18615, 1.1862, 1.18615, 1.1862, 1.18615, 1.1862]",-1
8,1,"[9, 2, 7, 7, 5, 7, 5, 7, 5]","[0, 1, 0, 1, -1, 1, -1, 1]","[1.186, 1.18605, 1.1861, 1.18615, 1.1862, 1.18615, 1.1862, 1.18615, 1.1862]",1
9,-6,"[1, 3, 1, 3, 3, 7, 5, 7, 5]","[-1, 1, -1, 0, -1, 0, 0, 0]","[1.1842, 1.18415, 1.1842, 1.18415, 1.1841, 1.18405, 1.184, 1.18405, 1.184]",-3
9,-7,"[1, 3, 3, 7, 5, 7, 5, 7, 5]","[-1, 0, -1, 0, 0, 0, 0, 0]","[1.1842, 1.18415, 1.1841, 1.18405, 1.184, 1.18405, 1.184, 1.18405, 1.184]",-2
9,-7,"[5, 8, 5, 8, 5, 8, 5, 7, 5]","[-1, 1, -1, 1, -1, 1, 0, 0]","[1.184, 1.18395, 1.184, 1.18395, 1.184, 1.18395, 1.184, 1.18405, 1.184]",-1
9,-6,"[5, 7, 5, 8, 5, 8, 5, 7, 5]","[0, 0, -1, 1, -1, 1, 0, 0]","[1.184, 1.18405, 1.184, 1.18395, 1.184, 1.18395, 1.184, 1.18405, 1.184]",-1
9,-5,"[5, 8, 6, 8, 5, 8, 5, 7, 5]","[-1, 0, 0, 1, -1, 1, 0, 0]","[1.184, 1.18395, 1.1839, 1.18395, 1.184, 1.18395, 1.184, 1.18405, 1.184]",-2
9,1,"[8, 1, 8, 1, 6, 8, 5, 7, 5]","[0, 0, 0, 1, 0, 1, 0, 0]","[1.1838, 1.18385, 1.1838, 1.18385, 1.1839, 1.18395, 1.184, 1.18405, 1.184]",1
9,1,"[5, 7, 5, 8, 5, 8, 5, 7, 5]","[0, 0, -1, 1, -1, 1, 0, 0]","[1.184, 1.18405, 1.184, 1.18395, 1.184, 1.18395, 1.184, 1.18405, 1.184]",1
12,-85,"[3, 1, 9, 7, 1, 7, 5, 7, 5]","[0, 84, -85, 1, -1, 0, 0, 0]","[1.17945, 1.1794, 1.1878, 1.17935, 1.1794, 1.17935, 1.1793, 1.17935, 1.1793]",0
12,84,"[9, 7, 1, 7, 5, 7, 5, 7, 5]","[-85, 1, -1, 0, 0, 0, 0, 0]","[1.1878, 1.17935, 1.1794, 1.17935, 1.1793, 1.17935, 1.1793, 1.17935, 1.1793]",-84
13,1,"[7, 2, 7, 7, 7, 7, 5, 7, 5]","[-1, 1, 0, 0, 0, 1, -1, 1]","[1.1814, 1.18135, 1.1814, 1.18145, 1.1814, 1.18145, 1.1815, 1.18145, 1.1815]",-1
13,4,"[7, 5, 7, 5, 7, 5, 5, 7, 5]","[0, 0, 0, 0, 0, 84, -84, 0]","[1.18265, 1.1826, 1.18265, 1.1826, 1.18265, 1.1826, 1.19105, 1.18265, 1.1826]",1
13,4,"[7, 5, 7, 5, 5, 7, 5, 7, 5]","[0, 0, 0, 84, -84, 0, 0, 0]","[1.18265, 1.1826, 1.18265, 1.1826, 1.19105, 1.18265, 1.1826, 1.18265, 1.1826]",1
13,4,"[7, 5, 5, 7, 5, 7, 5, 7, 5]","[0, 84, -84, 0, 0, 0, 0, 0]","[1.18265, 1.1826, 1.19105, 1.18265, 1.1826, 1.18265, 1.1826, 1.18265, 1.1826]",1
13,4,"[3, 7, 3, 7, 5, 7, 5, 7, 5]","[-1, 1, -1, 0, -1, 1, 0, 0]","[1.1827, 1.18265, 1.1827, 1.18265, 1.1826, 1.18255, 1.1826, 1.18265, 1.1826]",2
13,4,"[3, 7, 5, 7, 5, 7, 5, 7, 5]","[-1, 0, -1, 1, 0, 0, 0, 0]","[1.1827, 1.18265, 1.1826, 1.18255, 1.1826, 1.18265, 1.1826, 1.18265, 1.1826]",2
13,4,"[5, 7, 5, 7, 5, 7, 5, 7, 5]","[-1, 1, 0, 0, 0, 0, 0, 0]","[1.1826, 1.18255, 1.1826, 1.18265, 1.1826, 1.18265, 1.1826, 1.18265, 1.1826]",2
13,-2,"[3, 3, 3, 7, 5, 7, 5, 7, 5]","[0, 0, -1, 0, -1, 1, -1, 1]","[1.1827, 1.18275, 1.1827, 1.18265, 1.1826, 1.18255, 1.1826, 1.18255, 1.1826]",0
13,-1,"[5, 7, 5, 7, 5, 7, 5, 7, 5]","[-1, 1, 0, 0, -1, 1, -1, 1]","[1.1826, 1.18255, 1.1826, 1.18265, 1.1826, 1.18255, 1.1826, 1.18255, 1.1826]",-2
13,1,"[9, 2, 7, 7, 7, 7, 5, 7, 5]","[1, 1, 0, 0, 0, 1, 0, 0]","[1.1824, 1.18245, 1.1825, 1.18255, 1.1825, 1.18255, 1.1826, 1.18265, 1.1826]",0
13,-1,"[3, 7, 5, 7, 5, 7, 5, 7, 5]","[-1, 0, 0, 0, 0, 0, 0, 0]","[1.1827, 1.18265, 1.1826, 1.18265, 1.1826, 1.18265, 1.1826, 1.18265, 1.1826]",0
14,3,"[6, 8, 6, 1, 6, 8, 5, 7, 5]","[0, 0, -1, 1, 0, 1, 0, 0]","[1.1839, 1.18395, 1.1839, 1.18385, 1.1839, 1.18395, 1.184, 1.18405, 1.184]",-2
14,3,"[6, 1, 6, 8, 5, 7, 5, 7, 5]","[-1, 1, 0, 1, 0, 0, 0, 0]","[1.1839, 1.18385, 1.1839, 1.18395, 1.184, 1.18405, 1.184, 1.18405, 1.184]",-1
14,2,"[6, 8, 5, 7, 5, 7, 5, 7, 5]","[0, 1, 0, 0, 0, 0, 0, 0]","[1.1839, 1.18395, 1.184, 1.18405, 1.184, 1.18405, 1.184, 1.18405, 1.184]",0
14,-5,"[7, 5, 3, 3, 3, 7, 5, 7, 5]","[0, 1, 0, 0, -1, 0, 0, 0]","[1.18405, 1.184, 1.1841, 1.18415, 1.1841, 1.18405, 1.184, 1.18405, 1.184]",0
14,1,"[7, 7, 5, 7, 5, 7, 5, 7, 5]","[0, 1, -1, 1, 0, 0, 0, 0]","[1.1825, 1.18255, 1.1826, 1.18255, 1.1826, 1.18265, 1.1826, 1.18265, 1.1826]",-3
14,1,"[8, 8, 3, 3, 7, 3, 5, 7, 5]","[0, -1, 0, -1, 1, -1, -1, 1]","[1.18285, 1.1828, 1.18275, 1.1827, 1.18265, 1.1827, 1.1826, 1.18255, 1.1826]",1
14,-2,"[5, 7, 5, 7, 5, 7, 5, 7, 5]","[-1, 1, -1, 1, -1, 1, -1, 1]","[1.1815, 1.18145, 1.1815, 1.18145, 1.1815, 1.18145, 1.1815, 1.18145, 1.1815]",-1
14,-1,"[3, 5, 3, 5, 3, 5, 5, 7, 5]","[0, 0, 0, 0, -1, 0, -1, 1]","[1.1816, 1.18165, 1.1816, 1.18165, 1.1816, 1.18155, 1.1815, 1.18145, 1.1815]",-1
6,-3,"[8, 3, 8, 3, 3, 7, 5, 7, 5]","[-1, 1, -1, 0, -1, 0, -1, 1]","[1.1828, 1.18275, 1.1828, 1.18275, 1.1827, 1.18265, 1.1826, 1.18255, 1.1826]",0
6,1,"[5, 7, 5, 7, 5, 7, 5, 7, 5]","[-1, 1, -1, 1, -1, 1, 0, 0]","[1.1826, 1.18255, 1.1826, 1.18255, 1.1826, 1.18255, 1.1826, 1.18265, 1.1826]",-1
6,-1,"[5, 7, 5, 7, 5, 7, 5, 7, 5]","[-1, 1, 0, 0, 0, 0, 0, 0]","[1.1826, 1.18255, 1.1826, 1.18265, 1.1826, 1.18265, 1.1826, 1.18265, 1.1826]",1
6,-2,"[3, 7, 3, 3, 3, 7, 5, 7, 5]","[-1, 1, 0, 0, -1, 0, -1, 1]","[1.1827, 1.18265, 1.1827, 1.18275, 1.1827, 1.18265, 1.1826, 1.18255, 1.1826]",0
6,-1,"[5, 7, 5, 7, 5, 7, 5, 7, 5]","[-1, 1, -1, 1, 0, 0, -1, 1]","[1.1826, 1.18255, 1.1826, 1.18255, 1.1826, 1.18265, 1.1826, 1.18255, 1.1826]",1
